5844;0;0;"20221110";"RC - 500000205962";-0.0100;0;"";"20221110";"";""
5927;0;0;"20220831";"RC - 500000205723";-0.5000;0;"";"20220831";"";""
5937;0;0;"20200819";"RC - 500008633";-1.3200;0;"";"20200819";"";""
5937;0;0;"20210625";"RC - 500000204855";-3.7900;0;"";"20210625";"";""
5937;0;0;"20210228";"N/C - 900000021";-0.9300;0;"";"20210228";"";""
5937;0;0;"20230227";"FC - 900017129";1.2100;0;"";"20230227";"";""
5937;0;0;"20190315";"RC - 5000007779";-3.0000;0;"";"20190315";"";""
5937;0;0;"20230510";"RC - 500000206677";-0.8800;0;"";"20230510";"";""
5937;0;0;"20230621";"RC - 500000206681";-0.0400;0;"";"20230621";"";""
5937;0;0;"20230524";"RC - 9143";-0.8400;0;"";"20230524";"";""
5937;0;0;"20220801";"RC - 8725";-0.0300;0;"";"20220801";"";""
5937;0;0;"20230617";"FC - 900018002";0.1200;0;"";"20230617";"";""
5937;0;0;"20200507";"RC - 5000007015";-9.0000;0;"";"20200507";"";""
5937;0;0;"20210330";"RC - 5000007909";-0.3100;0;"";"20210330";"";""
5937;0;0;"20230531";"FC - 900017887";0.0700;0;"";"20230531";"";""
5937;0;0;"20210128";"RC - 5000007635";-2.3400;0;"";"20210128";"";""
5937;0;0;"20220629";"RC - 500000205529";-0.9800;0;"";"20220629";"";""
5937;0;0;"20230608";"RC - 500000206582";-0.1800;0;"";"20230608";"";""
5937;0;0;"20230516";"FC - 900017795";0.1900;0;"";"20230516";"";""
5937;0;0;"20220426";"RC - 8380";-0.1900;0;"";"20220426";"";""
5937;0;0;"20211028";"RC - 50000009383";-2.9700;0;"";"20211028";"";""
5937;0;0;"20220317";"N/C - 1900000054";-0.0100;0;"";"20220317";"";""
5937;0;0;"20200814";"RC - 5000007263";-1.4800;0;"";"20200814";"";""
5937;0;0;"20211206";"RC - 5000009560";-0.7800;0;"";"20211206";"";""
5937;0;0;"20230418";"RC - 500000206402";-1.0000;0;"";"20230418";"";""
5937;0;0;"20220916";"FC - 900015892";5.2200;0;"";"20220916";"";""
5937;0;0;"20220615";"RC - 500000205486";-1.0000;0;"";"20220615";"";""
5937;0;0;"20230622";"FC - 900018069";0.0900;0;"";"20230622";"";""
5937;0;0;"20190830";"RC - 5000006502";-2.3700;0;"";"20190830";"";""
5937;0;0;"20210531";"RC - 500000204824";-1.1800;0;"";"20210531";"";""
5937;0;0;"20170524";"RC - 500007093";-0.2400;0;"";"20170524";"";""
5937;0;0;"20220113";"FC - 2000000125";0.0100;0;"";"20220113";"";""
5937;0;0;"20221212";"RC - 500000206046";-0.6100;0;"";"20221212";"";""
5937;0;0;"20200804";"FC - 1800001375";1.9300;0;"";"20200804";"";""
5937;0;0;"20170419";"RC - 5000004657";-1.5100;0;"";"20170419";"";""
5937;0;0;"20211217";"FC - 200000006";1.7000;0;"";"20211217";"";""
5937;0;0;"20221226";"RC - 500000206152";-4.0000;0;"";"20221226";"";""
5937;0;0;"20230304";"RC - 500000206414";-0.3500;0;"";"20230304";"";""
5937;0;0;"20200707";"RC - 5000007154";-0.0700;0;"";"20200707";"";""
5937;0;0;"20200708";"RC - 5000007155";-0.5000;0;"";"20200708";"";""
5937;0;0;"20201215";"RC - 500000204764";-7.8700;0;"";"20201215";"";""
5937;0;0;"20210304";"RC - 500000204783";-9.1200;0;"";"20210304";"";""
5937;0;0;"20230203";"RC - 500000206347";-0.3000;0;"";"20230203";"";""
5937;0;0;"20220719";"RC - 500000205670";-0.1100;0;"";"20220719";"";""
5937;0;0;"20220908";"RC - 500000205894";-0.3200;0;"";"20220908";"";""
5937;0;0;"20221126";"RC - 500000206174";-0.2800;0;"";"20221126";"";""
